ball_pos goalie_pos 
(-51, 20) (-51.5, 10)
(-51, 20) (-51.5, 10.5)
(-51, 20) (-51.5, 11)
(-51, 20) (-51.5, 11.5)
(-51, 20) (-51.5, 12)
(-51, 20) (-51.5, 12.5)
(-51, 20) (-51.5, 13)
(-51, 20) (-51.5, 13.5)
(-51, 20) (-51.5, 14)
(-51, 20) (-51.5, 14.5)
(-51, 20) (-51.5, 15)
(-51, 20) (-51.5, 15.5)
(-51, 20) (-51.5, 16)
(-51, 20) (-51.5, 16.5)
(-50, 0) (-52.5, 1.5)
(-50, 0) (-52.5, 2)
(-50, 0) (-52.5, 2.5)
(-50, 0) (-52.5, 3)
(-50, 0) (-52, 1.5)
